Movie ID,Dialogue ID,Chapter ID,Place ID,Character ID,Incantation,Dialogue
1,83,4,10,21,No Spell,Who's there? Ahh!
1,84,4,10,5,No Spell,Sorry 'bout that.
1,85,4,10,21,No Spell,"I demand that you leave at once, sir! You are breaking and entering!"
1,86,4,10,5,No Spell,"Dry up, Dursley, you great prune.  Boy, I haven't seen you since you was a baby, Harry, but you're a bit more along than I would have expected. Particularly 'round the middle!"
1,87,4,10,31,No Spell,I-I-I'm not Harry.
1,88,4,10,1,No Spell,I-I am.
1,89,4,10,5,No Spell,"Oh, well, of course you are! Got something for ya. 'Fraid I might have sat on it at some point! I imagine that it'll taste fine just the same. Ahh. Baked it myself.  Words and all. Heh."
1,90,4,10,1,No Spell,Thank you!
1,91,4,10,5,No Spell,"It's not every day that your young man turns eleven, now is it?"
1,92,4,10,1,No Spell,"Excuse me, who are you?"
1,93,4,10,5,No Spell,"Rubeus Hagrid. Keeper of keys and grounds at Hogwarts. Course, you'll know all about Hogwarts."
1,94,4,10,1,No Spell,"Sorry, no."
1,95,4,10,5,No Spell,"No? Blimey, Harry, didn't you ever wonder where your mum and dad learned it all?"
1,96,4,10,1,No Spell,Learned what?
1,97,4,10,5,No Spell,"You're a wizard, Harry."
1,98,4,10,1,No Spell,I-I'm a what?
1,99,4,10,5,No Spell,"A wizard. And a thumping good one at that, I'd wager. Once you train up a little."
1,100,4,10,1,No Spell,"No, you've made a mistake. I can't be...a-a wizard. I mean, I'm just... Harry. Just Harry."
1,101,4,10,5,No Spell,"Well, just Harry. Did you ever make anything happen? Anything you couldn't explain when you were angry or scared?  Ah."
1,102,4,10,1,No Spell,"Dear, Mr. Potter. We are pleased to inform you that you have been accepted at Hogwarts' School of Witchcraft and Wizardry."
1,103,4,10,21,No Spell,"He'll not be going! We swore when we took him in, we'd put a stop to this rubbish!"
1,104,4,10,1,No Spell,You knew? You knew all along and you never told me?
1,105,4,10,32,No Spell,"Of course we knew. How could you not be? My perfect sister being who she was. Oh, my mother and father were so proud the day she got her letter. We have a witch in the family. Isn't it wonderful? I was the only one to see her for what she was. A freak! And then she met that Potter, and then she had you, and I knew you'd be just the same, just as strange, just as ... abnormal. And then, if you please, she went and got herself blown up. And we got landed with you."
1,106,4,10,1,No Spell,Blown up? You told me my parents died in a car crash!
1,107,4,10,5,No Spell,A car crash? A car crash kill James and Lily Potter?
1,108,4,10,32,No Spell,We had to tell him something.
1,109,4,10,5,No Spell,It's an outrage! It's a scandal!
1,110,4,10,21,No Spell,He'll not be going!
1,111,4,10,5,No Spell,"Oh, and I suppose a great Muggle like yourself's going to stop him, are you?"
1,112,4,10,1,No Spell,Muggle?
1,113,4,10,5,No Spell,"Non magic folk.  This boy's had his name down ever since he was born!  He's going to the finest school of witchcraft and wizardry in the world, and he'll be under the finest headmaster that Hogwarts has ever seen: Albus Dumbledore."
1,114,4,10,21,No Spell,I will not pay for some crackpot old fool to teach him magic tricks!
1,115,4,10,5,No Spell,"Never, insult Albus Dumbledore, in front of me."
1,116,4,10,31,No Spell,Ahh!
1,117,4,10,5,No Spell,"Oh, um, I'd appreciate if you didn't tell anyone at Hogwarts about that. Strictly speaking, I'm not allowed to do magic."
1,118,4,10,1,No Spell,Okay.
1,119,4,10,5,No Spell,"Ooh, we're a bit behind schedule. Best be off.  Unless you'd rather stay, of course. Hmm?"
1,120,5,5,1,No Spell,"First year students will require: three sets of work robes, one wand."
1,121,5,5,5,No Spell,"Essential bit of equipment, Harry."
1,122,5,5,1,No Spell,"One pair of dragon-hide gloves.  Hagrid, do they mean for a real dragon?"
1,123,5,5,5,No Spell,"Well, they don't mean for a penguin, do they? Heh. Crikey, but not a dragon."
1,124,5,5,1,No Spell,But you like a dragon?
1,125,5,5,5,No Spell,"Fast and misunderstood beasts, Harry. Fast and misunderstood."
1,126,5,5,1,No Spell,"All students must be equipped with...one standard size two pewter cauldron and may bring if they desire either an owl, a cat or a toad. Could we find all this in London?"
1,127,5,5,5,No Spell,If you know where to go.
1,128,5,5,92,No Spell,"Ah, Hagrid! The usual, I presume?"
1,129,5,5,5,No Spell,"No thanks, Tom. I'm on official Hogwarts business today. Just helping young Harry here buy his school supplies."
1,130,5,5,92,No Spell,Bless my soul. It's Harry Potter.
1,131,5,5,139,No Spell,"Welcome back, Mr. Potter, welcome back."
1,132,5,5,132,No Spell,"Doris Crockford, Mr. Potter. I can't believe I'm meeting you at last."
1,133,5,5,41,No Spell,Harry P-potter. C-can't tell you how pleased I am to meet you.
1,134,5,5,5,No Spell,"Hello, Professor. I didn't see you there. Harry, this is Professor Quirrell. He'll be your Defense Against the Dark Arts teacher at Hogwarts."
1,135,5,5,1,No Spell,"Oh, nice to meet you."
1,136,5,5,41,No Spell,"F-fearfully fascinating subject. N-not that you need it, e-eh, Potter? Heheh."
1,137,5,5,5,No Spell,"Yes, well, must be going now. Lots to buy. Heh."
1,138,5,5,1,No Spell,Goodbye.
1,139,5,5,5,No Spell,"See, Harry, you're famous!"
1,140,5,5,1,No Spell,"But why am I famous, Hagrid? All those people back there, how is it they know who I am?"
1,141,5,5,5,No Spell,"I'm not exactly sure I'm the right person to tell you that, Harry.  Welcome, Harry, to Diagon Alley.  Here's where you'll get your quills and ink, and over there all your bits and bobs for doing your wizardry."
1,142,5,5,138,No Spell,"It's a world class racing broom. Look at it, it's the new Nimbus 2000! It's the fastest model yet."
1,143,6,2,1,No Spell,"But, Hagrid, how am I to pay for all this? I haven't any money."
1,144,6,2,5,No Spell,"Well, there's your money, Harry.  Gringotts, the Wizard Bank. T'aint no place safer, 'cept perhaps Hogwarts."
1,145,6,2,1,No Spell,"Uh, Hagrid, what exactly are these things?"
1,146,6,2,5,No Spell,"They're goblins, Harry. Clever as they come goblins, but not the most friendly of beasts. Best stick close to me.  Mr. Harry Potter wishes to make a withdrawal."
1,147,6,2,130,No Spell,And does Mr. Harry Potter have his key?
1,148,6,2,5,No Spell,"Oh. Wait a minute. Got it here somewhere. Hah. There's the little devil.  Oh, and there's something else as well.  Professor Dumbledore gave me this.  It's about you-know-what in vault you-know-which."
1,149,6,2,130,No Spell,Very well.
1,150,6,2,30,No Spell,"Vault 687. Lamp, please.  Key please."
1,151,6,2,5,No Spell,"Didn't think your mum and dad would leave you with nothing now, did ya?"
1,152,6,2,30,No Spell,Vault 713.
1,153,6,2,1,No Spell,"What's in there, Hagrid?"
1,154,6,2,5,No Spell,"Can't tell you, Harry. It's Hogwarts business. Very secret."
1,155,6,2,30,No Spell,Stand back.
1,156,6,2,5,No Spell,"Best not mention this to anyone, Harry."
1,157,7,4,1,No Spell,I still need...a wand.
1,158,7,4,5,No Spell,"A wand? Well, you'll want Ollivanders.  No place better. Run along there, but wait. I just got one more thing I got to do. Won't be long."
1,159,7,4,1,No Spell,Hello? Hello?
1,160,7,4,43,No Spell,"I wondered when I'd be seeing you, Mr. Potter. It seems only yesterday that your mother and father were in here buying their first wands.  Ah. Here we are.  Well, give it a wave.  Apparently not.  Perhaps this.  No, no, definitely not! No matter...  I wonder.  Curious, very curious."
1,161,7,4,1,No Spell,"Sorry, but what's curious?"
1,162,7,4,43,No Spell,"I remember every wand I've ever sold, Mr. Potter. It just so happens that the phoenix, whose tail feather resides in your wand gave one other feather, just one. It is curious that you should be destined for this wand when its brother gave you that scar."
1,163,7,4,1,No Spell,And...who owned that wand?
1,164,7,4,43,No Spell,"Oh, we do not speak his name. The wand chooses the wizard, Mr. Potter. It's not always clear why, but I think it is clear that we can expect great things from you. After all, He-Who-Must-Not-Be-Named did great things...terrible, yes, but great."
1,165,7,4,5,No Spell,Harry! Harry! Happy birthday!
1,166,7,4,1,No Spell,Wow.
1,167,8,5,5,No Spell,"You all right, Harry? You seem very quiet."
1,168,8,5,1,No Spell,"He killed my parents, didn't he? The one who gave me this. You know, Hagrid, I know you do."
1,169,8,5,5,No Spell,"First, and understand this, Harry, 'cause it's very important. Not all wizards are good. Some of them go bad. A few years ago, there was one wizard who went as bad as you can go. And his name was V-...his name was V-..."
1,170,8,5,1,No Spell,Maybe if you wrote it down?
1,171,8,5,5,No Spell,"No, I can't spell it. All right.  Voldemort."
1,172,8,5,1,No Spell,Voldemort?
1,173,8,5,5,No Spell,Shh!!
1,174,8,5,5,No Spell,"It was dark times, Harry, dark times.  Voldemort started to gather some followers, brought 'em over to the dark side. Anyone that stood up to him ended up dead. Your parents fought against him, but nobody lived once he decided to kill 'em.  Nobody...not one. Except you."
1,175,8,5,1,No Spell,Me? Voldemort tried to kill...me?
1,176,8,5,5,No Spell,"Yes. That ain't no ordinary cut on your forehead, Harry. A mark like that only comes from being touched by a curse...and an evil curse at that."
1,177,8,5,1,No Spell,What happened to...to You-Know-Who?
1,178,8,5,5,No Spell,"Well, some say he died. Codswallop in my opinion. Nope, I reckon he's out there, still, too tired to go on. But one thing's absolutely certain. Something about you stumped him that night. That's why you're famous. That's why everybody knows your name. You're the boy who lived."
1,179,9,71,5,No Spell,"What're you looking at?  Blimey, is that the time? Sorry, Harry, I'm gonna have to leave you. Dumbledore'll be wanting his- well, he'll be wanting to see me. Now, uh, your train leaves in 10 minutes. Here's your ticket.  Stick to it, Harry that's very important. Stick to your ticket."
1,180,9,71,1,No Spell,"Platform 9&�? But, Hagrid, there must be a mistake. This says Platform 9&�. There's no such thing...is there?"
1,181,9,71,139,No Spell,Sorry.
1,182,9,71,1,No Spell,"Excuse me, excuse me."
1,183,9,71,149,No Spell,"Right on your left, ma'am."
1,184,9,71,1,No Spell,"Excuse me, sir. Can you tell me where I might find Platform 9&�?"
1,185,9,71,149,No Spell,"9&�? Think you're being funny, do ya?"
1,186,9,71,26,No Spell,"It's the same year after year. Always packed with Muggles, of course."
1,187,9,71,1,No Spell,Muggles?
1,188,9,71,26,No Spell,"Come on. Platform 9&� this way! All right, Percy, you first."
1,189,9,71,26,No Spell,"Fred, you next."
1,190,9,71,19,No Spell,"He's not Fred, I am!"
1,191,9,71,14,No Spell,"Honestly, woman, you call yourself our mother."
1,192,9,71,26,No Spell,"Oh, I'm sorry, George."
1,193,9,71,14,No Spell,I'm only joking. I am Fred.
1,194,9,71,1,No Spell,Excuse me! C-could you tell me how to-
1,195,9,71,26,No Spell,"How to get on the platform? Yes, not to worry, dear. It's Ron's first time to Hogwarts as well.  Now, all you've got to do is walk straight at the wall between platforms 9 and 10. Best do it at a bit of a run if you're nervous."
1,196,9,71,20,No Spell,Good luck.
1,197,10,42,2,No Spell,"Excuse me, do you mind? Everywhere else is full."
1,198,10,42,1,No Spell,"No, not at all."
1,199,10,42,2,No Spell,"I'm Ron, by the way. Ron Weasley."
1,200,10,42,1,No Spell,I'm Harry. Harry Potter.
1,201,10,42,2,No Spell,"So-so it's true? I mean, do you really have the...the..."
1,202,10,42,1,No Spell,The what?
1,203,10,42,2,No Spell,Scar...?
1,204,10,42,1,No Spell,Oh
1,205,10,42,2,No Spell,Wicked.
1,206,10,42,140,No Spell,"Anything off the trolley, dears?"
1,207,10,42,2,No Spell,"No, thanks, I'm all set."
1,208,10,42,1,No Spell,We'll take the lot!
1,209,10,42,2,No Spell,Whoa!
1,210,10,42,1,No Spell,Bertie Bott's Every Flavour Beans?
1,211,10,42,2,No Spell,"They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!"
1,212,10,42,1,No Spell,"These aren't real chocolate frogs, are they?"
1,213,10,42,2,No Spell,"It's just a spell. Besides, it's the cards you want. Each pack's got a famous witch or wizard. I got about 500 meself.  Watch it!  Oh, that's rotten luck. They've only got one good jump in them to begin with."
1,214,10,42,1,No Spell,I got Dumbledore!
1,215,10,42,2,No Spell,I got about 6 of him.
1,216,10,42,1,No Spell,"Hey, he's gone!"
1,217,10,42,2,No Spell,"Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?"
1,218,10,42,1,No Spell,A little.
1,219,10,42,2,No Spell,Fred gave me a spell as to turn him yellow. Want to see?
1,220,10,42,1,No Spell,Yeah!
1,221,10,42,2,No Spell,Ahem. Sun-
1,222,10,42,3,No Spell,Has anyone seen a toad? A boy named Neville's lost one.
1,223,10,42,2,No Spell,No.
1,224,10,42,3,No Spell,"Oh, are you doing magic? Let's see then."
1,225,10,42,2,No Spell,"Sunshine, daises, butter mellow, turn this stupid fat rat yellow!"
1,226,10,42,3,Oculus Reparo,"Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...  Oculus Reparo.  That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?"
1,227,10,42,2,No Spell,I'm...Ron Weasley.
1,228,10,42,3,No Spell,"Pleasure. You two better change into your robes. I expect we'll be arriving soon.  You've got dirt, on your nose, by the way, did you know? Just there."
1,229,11,33,5,No Spell,"Right, then! First years! This way, please! Come on, now, don't be shy! Come on now, hurry up!"
1,230,11,33,5,No Spell,"Hello, Harry."
1,231,11,33,1,No Spell,"Hey, Hagrid."
1,232,11,33,2,No Spell,Whoaa!
1,233,11,33,5,No Spell,"Right then. This way to the boats! Come on, now, follow me."
1,234,11,33,2,No Spell,Wicked.
1,235,11,33,7,No Spell,"Welcome to Hogwarts. Now, in a few moments, you will pass through these doors and join your classmates. But before you can take your seats, you must be sorted into your houses. They are Gryffindor, Hufflepuff, Ravenclaw, and Slytherin. Now while you're here, your house will be like your family. Your triumphs will earn you house points. Any rule breaking, and you will lose points. At the end of the year, the house with the most points is awarded the house cup."
1,236,11,33,10,No Spell,Trevor!  Sorry.
1,237,11,33,7,No Spell,The sorting ceremony will begin momentarily.
1,238,11,33,12,No Spell,"It's true then, what they're saying on the train. Harry Potter has come to Hogwarts.  This is Crabbe and Goyle. And I'm Malfoy...Draco Malfoy.  Think my name's funny, do you? No need to ask yours. Red hair, and a hand-me-down robe? You must be a Weasley. Well, soon find that some wizarding families are better than others, Potter. Don't want to go making friends with the wrong sort. I can help you there."
1,239,11,33,1,No Spell,"I think I can tell who the wrong sort are for myself, thanks."
1,240,11,33,7,No Spell,We're ready for you now. Follow me.
1,241,12,36,3,No Spell,"It's not real, the ceiling. It's just bewitched to look like the night sky. I read about it in Hogwarts: A History."
1,242,12,36,7,No Spell,"Will you wait along here, please? Now, before we begin, Professor Dumbledore would like to say a few words."
1,243,12,36,4,No Spell,"I have a few start of term notices I wish to announce. The first years please note that the dark forest is strictly forbidden to all students. Also, our caretaker, Mr. Filch  has asked me to remind you that the 3rd floor corridor on the right hand side is out of bounds to everyone who does not wish to die a most painful death. Thank you."
1,244,12,36,7,No Spell,"When I call your name, you will come forth, I shall place the sorting hat on your head, and you will be sorted into your houses. Hermione Granger."
1,245,12,36,3,No Spell,"Oh, no. Okay, relax."
1,246,12,36,2,No Spell,"Mental that one, I'm telling you."
1,247,12,36,128,No Spell,"Ah, right then...hmm...right. Okay...Gryffindor!!"
1,248,12,36,7,No Spell,Draco Malfoy.
1,249,12,36,128,No Spell,SLYTHERIN!
1,250,12,36,2,No Spell,There isn't a witch or wizard who went bad who wasn't in Slytherin.
1,251,12,36,7,No Spell,Susan Bones.
1,252,12,36,1,No Spell,Ahh!
1,253,12,36,2,No Spell,"Harry, what is it?"
1,254,12,36,1,No Spell,"Nothing... nothing, I'm fine."
1,255,12,36,128,No Spell,Let's see...I know...Hufflepuff!
1,256,12,36,7,No Spell,Ronald Weasley.
1,257,12,36,128,No Spell,Ha! Another Weasley. I know just what to do with you... Gryffindor!!
1,258,12,36,7,No Spell,Harry Potter.
1,259,12,36,128,No Spell,"Hmm...difficult, very difficult. Plenty of courage I see, not a bad mind, either. There's talent, oh yes, and a thirst to prove yourself. But where to put you?"
1,260,12,36,1,No Spell,Not Slytherin. Not Slytherin.
1,261,12,36,128,No Spell,"Not Slytherin, eh? Are you sure? You could be great, you know. It's all here in your head. And Slytherin will help you on the way to greatness! There's no doubt about that. No?"
1,262,12,36,1,No Spell,Not Slytherin...anything but Slytherin.
1,263,12,36,128,No Spell,"Well, if you're sure... better be... GRYFFINDOR!!"
1,264,12,36,14,No Spell,We got Potter! We got Potter!
1,265,12,36,19,No Spell,We got Potter! We got Potter!
1,266,13,36,7,No Spell,"Your attention, please."
1,267,13,36,4,No Spell,Let the feast...begin.
1,268,13,36,1,No Spell,Wow.
1,269,13,36,29,No Spell,I'm half and half. Me dad's a Muggle. Mam's a witch. Bit of a nasty shock for him when he found out.
1,270,13,36,1,No Spell,"Say, Percy, who's that teacher talking to Professor Quirrell?"
1,271,13,36,37,No Spell,"Oh, that's Professor Snape, head of Slytherin house."
1,272,13,36,1,No Spell,What's he teach?
1,273,13,36,37,No Spell,Potions. But everyone knows it's the Dark Arts he fancies. He's been after Quirrell's job for years.
1,274,13,36,2,No Spell,Ahh!
1,275,13,36,47,No Spell,Hello! How are you? Welcome to Gryffindor.
1,276,13,36,117,No Spell,Whoo-hoo-hoo!
1,277,13,36,134,No Spell,"Look, it's the Bloody Baron!"
1,278,13,36,37,No Spell,"Hello, Sir Nicholas. Have a nice summer?"
1,279,13,36,47,No Spell,"Dismal. Once again, my request to join the headless hunt has been denied."
1,280,13,36,2,No Spell,I know you! You're Nearly Headless Nick!
1,281,13,36,47,No Spell,I prefer Sir Nicholas if you don't mind.
1,282,13,36,3,No Spell,Nearly headless? How can you be nearly headless?
1,283,13,36,47,No Spell,Like this.
1,284,13,36,2,No Spell,Ahh!
1,285,13,36,37,No Spell,"Gryffindors, follow me, please. Keep up. Thank you."
1,286,13,36,138,No Spell,"Ravenclaws, follow me. This way."
1,287,13,28,37,No Spell,"This is the most direct path to the dormitories. Oh, and keep an eye on the staircases...they like to change."
1,288,13,28,37,No Spell,"Keep up, please, and follow me. Quickly now, come on. Come on."
1,289,13,28,10,No Spell,"Seamus, that picture's moving!"
1,290,13,28,2,No Spell,"Look at that one, Harry!"
1,291,13,28,1,No Spell,I think she fancies you.
1,292,13,28,134,No Spell,"Oh, look! Look! Who's that girl?"
1,293,13,28,150,No Spell,Welcome to Hogwarts.
1,294,13,28,134,No Spell,Who's that?
1,295,13,28,141,No Spell,Password?
1,296,13,28,37,No Spell,"Caput Draconis.  Follow me, everyone. Keep up, quickly, come on."
1,297,13,39,134,No Spell,"Oh, wow."
1,298,13,39,37,No Spell,"Gather 'round here. Welcome to the Gryffindor Common Room. Boy's dormitories, upstairs and down to your left. Girls, the same on your right. You'll find that your belongings have already been brought up."
1,299,14,61,2,No Spell,"Whew, we made it. Can you imagine the look on McGonagall's face if we were late?"
1,300,14,61,2,No Spell,That was bloody brilliant.
1,301,14,61,7,No Spell,"Thank you for that assessment, Mr. Weasley. Perhaps if I were to transfigure Mr. Potter and yourself into a pocketwatch, that way one of you might be on time."
1,302,14,61,1,No Spell,We got lost.
1,303,14,61,7,No Spell,Then perhaps a map? I trust you don't need one to find your seats.
1,304,14,49,6,No Spell,"There will be no foolish wand waving or silly incantations in this class. As such, I don't expect many of you to appreciate the subtle science and exact art that is potion making. However, for those select few...  who possess the predisposition, I can teach you how to bewitch the mind and ensnare the senses. I can tell you how to bottle fame, brew glory and even put a stopper...  in death.  Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confidant enough to not...pay...attention.  Mr. Potter. Our...new...celebrity. Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood?  You don't know? Well, let's try again. Where, Mr. Potter, would you look if I asked you to find me a bezoar?"
1,305,14,49,1,No Spell,"I don't know, sir."
1,306,14,49,6,No Spell,And what is the difference between monkshood and wolfbane?
1,307,14,49,1,No Spell,"I don't know, sir."
1,308,14,49,6,No Spell,"Pity. Clearly, fame isn't everything...  is it, Mr. Potter?"
1,309,14,49,1,No Spell,"Clearly, Hermione knows. Since it's a pity not to ask her."
1,310,14,49,6,No Spell,"Silence.  And put her hand down, you silly girl.  For your information, Potter... asphodel and wormwood make a sleeping potion so powerful, it is known as the Draught of Living Death. A bezoar is a stone taken from the stomach of a goat and it will save you from most poisons. As for monkshood and wolfsbane, they are the same plant, which also goes by the name of aconite.  Well?  Why aren't you all copying this down?  And Gryffindors, note that five points, will be taken from your house... for your classmate's cheek."
1,311,14,36,29,No Spell,"Eye of rabbit, harp string hum. Turn this water, into rum.  Eye of rabbit, harp string hum..."
1,312,14,36,1,No Spell,What's Seamus trying to do to that glass of water?
1,313,14,36,2,No Spell,"Turn it into rum. Actually managed a weak tea yesterday, before-"
1,314,14,36,2,No Spell,Ah. Mail's here!
1,315,14,36,1,No Spell,Can I borrow this?  Thanks.
1,316,14,36,29,No Spell,"Hey, look! Neville's got a Remembrall!"
1,317,14,36,3,No Spell,"I've read about those. When the smoke turns red,  it means you've forgotten something."
1,318,14,36,10,No Spell,"The only problem is, I can't remember what I've forgotten."
1,319,14,36,1,No Spell,"Hey, Ron, somebody broke into Gringotts, listen.  Believed to be the work of dark witches or wizards unknown, Gringotts goblins, while acknowledging the breach, insist that nothing was taken. The vault in question, number 713, had in fact been emptied earlier that same day. That's odd. That's the vault Hagrid and I went to."
1,320,15,52,50,No Spell,"Good afternoon, class."
1,321,15,52,154,No Spell,"Good afternoon, Madam Hooch."
1,322,15,52,50,No Spell,"Good afternoon, Amanda, good afternoon.  Welcome to your first flying lesson. Well, what are you waiting for? Everyone step up to the left side of their broomstick. Come on now, hurry up. Stick your right hand over the broom and say, up!"
1,323,15,52,154,No Spell,Up!
1,324,15,52,1,No Spell,Wow.
1,325,15,52,12,No Spell,Up!
1,326,15,52,50,No Spell,With feeling!
1,327,15,52,3,No Spell,Up. Up. Up. Up.
1,328,15,52,2,No Spell,"Up!!  Ooh!  Shut up, Harry."
1,329,15,52,50,No Spell,"Now, once you've got hold of your broom, I want you to mount it. And grip it tight, you don't want to be sliding off the end.  When I blow my whistle, I want each of you to kick off from the ground, hard. Keep your broom steady, hover for a moment, and then lean forward slightly and touch back down. On my whistle...3...2..."
1,330,15,52,10,No Spell,Oh...
1,331,15,52,50,No Spell,Mr. Longbottom.
